smiles,selfies
C#CC=CC=CC=C(O)C=CCN=CC=C(N=CCCONC(=CF)COC=CC=CC=CC=CCCCC=C1C=CC(N)=C1C)N1CC2CCC(C1)N2,[F][C][=C][Branch2][Ring1][C][C][O][C][=C][C][=C][C][=C][C][=C][C][Branch1][#C][C][C][C][=C][C][=C][C][Branch1][C][N][=C][Ring1][=Branch1][C][Branch1][N][O][C][C][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1]
[2H]C1CCCC2NC3C=CN=C(CCC=CC=CNC)CNC2CCCCCOC2=C[C@H](CCF)C4CC(C1)N(N2)C34,[C][N][C][=C][C][=C][C][Branch2][Branch2][Branch1][C][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][2H][Ring1][Ring2][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][C][Ring2][Ring1][Branch1][N][C][Ring2][Ring1][=N][=C][Ring2][Ring1][=C][C@@H1][Ring2][Ring1][C][C][C][F][Ring2][Ring2][Ring2][=Branch1]
C=C1C=CN=CC1=NC(O)[CH]CN=COC1=CC=CC(Cl)=N[CH]C1,[C][C@H1][N][=C][Branch1][C][Cl][C][=C][C][=C][Ring2][Branch1][Ring1][O][#Branch1][C][=N][C][C@@H1][C][Branch1][C][O][N][=C][Branch1][=Branch2][C][=N][C][=C][C][Ring1][=Branch1][=C][Ring1][O][Ring1][=C][NH1][C][C][Ring2][Ring1][#Branch2][F][=C][Ring2][Ring1][P]
OC1C=C=NC=C2C(C=C1)N1CN2C2=CCC=CC=C1O2,[C][C][=C][C][Branch1][C][O][C][=C][=N][C][=C][Ring1][P][=N][C][N][Ring1][=N][C][Branch1][C][O][=C][C][=C][C][C][=C][Ring1][O][Ring1][#Branch1][=C][C][=N][C][Ring2][Ring1][#Branch1][=C][Ring2][Ring2][Ring1]
C=C1C=CN=CC2(CCCC(N)C=CC=CC=CC3=CC3)C=CC=CC=CC(F)C12NC1CCCCC1NCOCCCC1C=N1,[C][=C][C][=C][C][=C][C][Branch2][Branch1][C][C][=N][C][=C][C][=Branch1][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Ring1][Ring1][C][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][#C][F][C][C][C][C][Branch1][C][N][C][=C][C][=C][C][=C][C][=Branch1][C][=C][C][Ring1]
C[C@@H]1C(F)=C2CN1OC=NC1=NC(OCCCCCl)(N2)C23CCC(CC(C2)N1)N3,[C][C@H1][N][Branch1][C][C][O][C][=N][C][Branch1][#C][N][C][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][=Branch2][O][C][C][C][C][Cl][C][N][Ring1][Branch2][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][O][F][=C][Ring2][Ring2][#Branch1][Ring2][Ring1][S]
FC1=C2C=C(CCNC1)CCNOCCCCC1C=CCNC2CC1,[C][N][C][C][C][Branch2][Ring1][C][C][C][N][O][C][C][C][C][C][Branch1][#C][C][C][C][N][Branch1][=Branch2][C][C][=C][Ring1][Branch2][Ring1][=N][C][=C][C][Ring1][#Branch1][=C][Ring2][Ring1][O][F][C][=C][C]
[CH]1CN2CCCC2(COC2=NC(=CN=CC3CC=CC=N3)C(N3CC4CCC(C3)N4)=N2)C1,[C][C][=C][C][=N][C][Ring2][Ring1][Branch1][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Branch1][C][C@@H1][C][Ring1][Branch2][=N][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][#Branch2][F][Ring2][P][Ring2][Ring1][C][C][Ring2][Ring2][Ring1][=C]
CN=C(F)C=CC1=C2C(C=CC=CC3CC4CCC(N3)N4N)C(OCC34CCCN3CCC4)=NC12F,[C][N][=C][Branch1][C][F][C][=C][C][=C][C][=Branch1][N][C][=C][C][=C][C][Branch1][#C][N][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Branch1][C][C][C][Ring1][Branch2][=N][C][Ring2][Ring1][=N][Ring2][Ring1][N][F]
CN1C=NC(=NCF)C2=CC3C=CC2C(=CF)OC31,[F][C][=C][Branch1][C][O][=C][C][=C][C][Branch1][S][C][=C][Ring1][O][Ring1][=Branch1][N][=C][Branch1][#C][O][C][C][C][C][C][Ring1][Branch2][N][Branch1][C][C][C][=N][C][Ring1][#Branch1][=N][C][Ring2][Branch1][C][F][=C][C][=N][C][Ring2][Ring1][=Branch2][=N][Ring2][Ring2][Ring1]
NC1[CH]CC2COCCCNNC(O)CNC=C(F)C1(N)C=NC(C1CC3CCC(N3)N1)=N2,[C][C@H1][C][Branch1][C][N][C][Branch1][C][N][C][=N][C][Branch1][#C][C][N][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch2][Ring1][Branch2][C][O][C][C][C][N][N][C][Branch1][C][O][C][Branch2][Ring1][C][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N][F][=C][C][C][=C][C][S][Ring1][=Branch1][C][Ring2][Ring2][=Branch1]
CNc1nc(CCCCCCCl)no1,[O][N][=C][Branch1][#C][C][C][C][C][C][C][Cl][Ring1][Branch1][C][C][C][Ring1][=Branch1][N][=C][Ring2][Ring1][=Branch2][=N][Ring2][Ring1][=Branch2][=C][Ring2][Ring2][S]
[CH]NCCC,[C@H1][N][C][C][Branch2][Branch1][=Branch2][C]
C=C1N=CC2=NC(=CC=CO)CCCCC3=CCC=C3CNC=NC(OC=CC=C1C=N)C(CC1CC(C)(F)N1)=NC(NCC=NCO)O2,[O][C][=C][C][=C][Branch1][#C][C][C][C][C][C][=C][C][Branch2][Branch1][C][C][=C][Ring1][Branch1][C][N][C][=N][C][Branch1][Branch2][O][C][=C][C][=C][C][=N][C][Branch1][#C][C][C][C][C][Branch1][C][F][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][C][O][N][C][C][=N][C][Branch1][C][O][N][=C][Ring1][=Branch2][C][=N][C][Ring2][Ring1][=Branch2][=C][Ring2]
CCC=CC=CC=CC1=CC=CC#CC(=O)NC(N2CC3CCC(C2)N3)=CN1,[C][C][C][=C][C][=C][C][=C][C][Branch2][Ring2][C][=N][C][=C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][=O][Branch2][Ring1][C][C][=C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][Ring1][#Branch1][Ring1][C][=N][C][=C][C][C][Ring1][#Branch1][N][=C][C][=C][C][=C][C][Ring1][#Branch1][=C][Ring2][Ring2][Ring1]
NCCC1[C@H](O)C=CN1C=NC1=CC=C(F)N2CCC=CNC3=CN=CC=C(C=C1CC1CCC(C2)N1)OC3,[N][C][C][C][C@H1][Branch1][C][O][C][=C][N][Ring1][=Branch1][C][=N][C][Branch2][Ring1][#C][C][=C][C][Branch1][C][O][=C][C][=N][C][=C][Branch1][Ring2][C][Ring1][#Branch1][=N][C][=C][C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring2][Ring1][=Branch1][N][Ring1][=Branch1][=C][C][=C][Ring1][O][F][=C][C][=C][C][=C][C][Ring2][S][=Branch1]
CCC1NC=CC=C1C1=NC=CC(N2CC3CCC(C2)N3)=NCOCOC2CCCC2CC1C=NC=CF,[C][C][C][NH1][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][O][C][C][C][C][C][Ring1][Branch1][C][Branch2][Ring1][#Branch2][C][Ring2][Ring1][=Branch2][C][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N][F][=C][Ring2][Ring2][=Branch1][Ring2][Ring2][Ring2][#Branch1]
N=CC=C=C1C=CN=Cc2cnc(cc2C(F)c2ccc[nH]2)OCC=N1,[=N][C][=C][C][=C][Ring1][O][C][Branch1][C][F][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][=C][C][Branch1][N][N][=C][C][O][Branch1][Ring2][C][=N][C][Ring1][N][=C][=C][C][=N][Ring1][Ring2][=Branch2][=Branch1][Ring2][Ring2][Ring2]
[CH]CN1CC2CC1CC2NC12C=CC(F)CC(F)=C=CN=CC3=C1C=CC3(F)NC2C,[C][C][N][C][Branch1][C][F][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][C][Branch2][Ring2][C][C][C][Branch1][C][F][C][=C][C][Branch1][#C][N][C][C][C][C][C][Ring1][Branch1][C][N][Ring1][Branch1][C][C@H1][Ring1][=N][Ring2][Ring1][Ring1][=C][C][C][Ring2][Ring1][C][F][=C][Ring2][Ring1][F]
CN=C(C=CN=CCC=CC=CCC=NN(C=CC=CC=CCN1CC2CCC(C1)N2)CC=CCCCc1ccc[nH]1)NN1CC2CCC(C1)N2,[N][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][=C][C][N][Branch2][Ring1][C][C][=C][C][=C][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][N][=C][C][Branch2][N][=C][C][=C][C][=C][C][Branch2][Ring2][=Branch1][C][=N][C][=C][C][Branch1][#C][N][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C]
FCC=CCCl,[F][=C][C][=C][Ring1][Branch1][C][Cl][C][O][C][=O][C][=C][C][=C][C][=C][C][Ring1][=Branch1][N][=C][Ring2][C][Cl][F][=C][Ring2][Ring1][#C][F][=C][C][=C][Ring2][Ring1][C][=N][C][Ring2][Ring2][=Branch1]
CN1CCC[C@H]1C1OC2CN1NC1=NC=NC2(C=Cc2cccc(O)c2)NN1C1CC2=CCC(C1)N2,[C][N][C][C][C][C@H1][Ring1][Branch1][C][O][C][C][N][Ring1][Branch1][=N][C][Branch1][#C][N][C][C][C][C][C][=C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][=N][C][Branch2][Ring1][C][C][=C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][O][Ring1][#Branch1][=C][C][Ring2][Ring1][C][=N][Ring2][Ring1][#Branch1]
C=CN=CC=C(C[SH]1CC(C=NC=CC(=CC=CCF)N2CC3CCC(C2)N3)CC1=CC=C(CCNC)N=CC=CC1=CCP1)OC,[P][C][C][=C][Ring2][Ring1][#C][C][=C][C][=N][C][Branch1][Branch1][C][C][N][C][=C][C][=C][C][Branch2][Branch1][#C][C][Branch2][C][=N][C][S][Ring1][Branch1][C][#Branch2][C][=N][C][Branch1][Ring1][O][C][=C][C][=N][C][=C][Ring1][#Branch1][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=C][C][Branch2][Ring1][C][F]
C=CC=C1C(Cl)=CC=C1Cl,[C][=C][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][=Branch1][Cl][Ring1][O][=Branch1][C][Cl][#C][C][C][C][=C][C][Branch1][C][O][=C][#Branch1][C][=N][C][Ring1][Branch2][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][=C][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][O][Ring1][#Branch1][=C][Branch1][C]
CC(F)C12C=CC=CC3=NC4CCC3NCC(C4)C1(N)CCCN2,[C][C][N][C][C][C][C][Branch1][Ring2][C][Ring1][Branch2][N][=C][Ring1][#Branch1][C][=C][C][=C][C][Branch1][#C][N][C][C][C][C][Ring2][Ring2][Ring1][Branch1][C][N][Ring1][=Branch1][=N][C][Branch1][C][C][F][Ring1][=Branch2][=C][C][=C][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][=N][C][C][Ring2][Ring2][=Branch1][Ring2][Ring1]
CCC1CC=CC=CC2=C3CC=C(CN4CC(=CCF)N=CCN4)C(C)=NC2N=CC=CC31,[C][C][C][C][C][=C][C][=C][C][=C][Branch1][=C][C][Ring1][=Branch2][C][=C][C][=N][C][Ring1][Branch2][N][=C][C][=C][C][=C][Ring1][Branch1][C][N][N][C][C][=N][C][Branch1][Ring2][C][Ring1][#Branch1][=C][C][Ring1][=Branch2][F][=C][C][=C][C][Branch2][Ring1][C][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Branch1][C][F][Ring2][Ring1][C][F][Ring2]
C=NC12CC1CC2OCNSCCCNCN=COCC1=CCNCC1,[C][C][N][C][C][=C][Branch2][Ring1][=Branch1][C][O][C][=N][C][Branch1][N][N][C][C][C][S][Branch2][Ring1][C][=N][C][Branch1][#C][O][C][C][C][C][C][Ring1][Branch1][Ring2][C][Ring1][#Branch1][N][=C][Branch2][Ring2][=Branch1][C][C][C][N][C][=C][C][=C][C][=C][C][Branch2][Branch1][C][O][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1]
CN1c2ccccc2C2CC1CCNC=CC2O,[C][C][N][C][=C][C][Branch1][C][O][C][C][C][Branch2][Ring1][O][N][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][C][=N][C][Ring2][Ring1][O][Ring1][=C][=O][C][Ring2][Ring2][Ring1][#Branch2]
CNNCCCCOC1=NC(N2CC3CCC(C2)N3)N=C[C@@H]2CCCC2OC1,[C][O][C][C][C][C][C@H1][Ring1][Branch1][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][N][=C][Branch1][O][O][C][C][C][C][N][Ring1][Branch2][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][O][F][=C][C][=C][=C][C][Ring1][=Branch1][=C][Ring2][Branch1]
C=C1CCNC=C2C(C=C1CN=CC=CN(F)C1=CC=CN=Cc3ccc(o3)CC3CCCC(N1)N3)CC=C1C=CC=CC12N,[O][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][C][=C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][P][N][Ring1][#Branch1][N][Branch1][C][F][C][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch2][Branch1][#C][C][C][=C][C][=C][C][=C][C][Branch1][C][N][Ring1][=Branch1][=C][Ring1][O][=C][Ring2][#Branch1][N][=N][C][C][C][Ring2][Ring1][C][=C][Ring2][Ring2][Ring1]
C1=NC(OCC23CCCN2CCC3)N=NC(N2CC3CCCC2N3)N=C[C@@H]2CCCNC12,[C][N][C][C][C][C@H1][Ring1][Branch2][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][#Branch1][N][=N][C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Branch1][C][C][C][Ring1][Branch2][N][=C][Ring2][Ring2][Branch1][Ring2][Ring1][#Branch1][N][F]
CNC1=CC=CC=COC(C=NC=CCNC2CCCC(NCCN=CC=C3C(NCC=NCC4CC5CCC(C4)N5)=CC=C3OC)C2)=CC=C1,[O][C][=C][C][=C][C][=C][Branch2][Ring1][O][C][=C][C][=C][Ring1][#C][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][N][Branch2][Ring1][O][C][C][N][=C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][#Branch1][N][C][C][=N][C][Branch1][#C][C][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1]
NC(CO)CCC=NC=C(N=C1NC(NF)C2CN3CCCC3(CO1)C2)N1CC2CCC(C1)N2,[O][C][C][Branch1][C][N][C][C][Branch2][Branch1][=Branch2][C][=N][C][=C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][N][=C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Branch1][C][C][C][Ring1][Branch2][=N][C][Ring1][Branch2][N][F][=C][Ring2][Ring2][#Branch1][Ring2][Ring1][N]
C=CC(F)C=Cc1cnccc1C=CC(C=CCC(F)=C(F)C=CC=CNC1C=CC[C@H]1C=NCO)C=COC,[C][O][C][=C][C][Branch2][Ring1][S][C][=C][C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][C][=C][Ring1][=Branch1][N][C][C][=C][C][C@H1][Ring1][Branch1][C][=N][C][Branch1][C][O][C][=C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Ring1][N][=C][C][Branch1][Ring2][C][=C][Ring1][=Branch1][F][C][Ring2][Ring1][P][C]
CC1CC2=NCC3N=C(N=NCCOC4CCCN34)N2C1,[C][N][C][C][C][C][Ring1][Branch1][O][C][Branch1][C][Branch2][C][N][=N][C][Branch1][#C][N][C][C][Branch1][C][C][C][C][Ring1][=Branch1][=N][C][Ring2][Ring1][=Branch1][=N][Ring2][Ring1][=Branch1][N][=C][C][Branch1][#C][O][C][C][C][C][Branch1][C][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][#C][C][C][C][C][C][C][N][Ring1][Branch1][C][C][C][Ring1][#C][N][=C][Ring2]
COCF,[C][O][Branch1][C][F][C][=C][Ring1][#Branch1][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][O][Ring1][#Branch1][=C][Branch1][C][F][C][Ring2][Ring1][C][=N][Ring2][Ring1][=C]
NN1CC[C@@H]2CCCC2OC2C=CN=C1C(F)=C2,[C][=N][C][=C][C][Branch1][#C][O][C][C][C][C][C@H1][Ring1][Branch1][C][C][N][Ring1][=C][=N][C][=C][Ring2][Ring1][#Branch1][F][=C][Ring2][Ring1][N][C][C][C][C][C][C][Ring1][C][C][=N][Ring1][C][=C][C][Branch1][#C][C][C][C][C][C][N][N][S][Branch1][#C][C][=C][C][=C][C][Branch1][=Branch2][C][=C][C][=C][Ring1][O][Ring1][=Branch1]
CCNNC=CC=C1C=CC(F)=C1C=NC=CCF,[C][C][N][Branch2][=C][Ring1][N][C][=C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][=Branch1][C][=N][C][=C][Ring1][Branch1][C][F][C][N][=C][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][C][C][=Branch2][Ring1][#Branch1][=C][C][=N][C][=C][Ring2][Ring1][C][C][Ring2][Ring1][=C][Ring2][Ring1]
CC1C[CH]N2C(=CF)N=C2N(F)C1,[N][C@@H1][C][C][Branch1][C@@H1][C][C][N][Branch1][C][F][C][Ring1][O][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N][F][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][C][Ring2][=C][Ring2][Ring1]
Clc1c2ccc3c1C1C4CCC(CN1C15CCCC=CC=NC=C6CC([CH]C=CC=C6OC1)CN=C2C3N5)N4,[O][C][C][Branch2][Ring1][C][C][C][C][C][=C][C][=N][C][=C][C][Branch1][#C][C][C@H1][C][=C][C][=C][Ring1][Branch2][Ring2][S][C][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch2][Ring1][C@H1][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][O][Ring1][#Branch1][=C][Branch1][C][C][C][Ring1][Branch1][=N][C][Ring2][Ring1][#Branch2]
CNC1=c2ccccc2=C(OC)N=COC(O)NC(=CC=NNCCCC2=CCC(C)=C2C=CC=CC=CF)OCC2CCC(C1)N2,[F][=C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Branch1][Cl][C][=C][C][=C][Ring1][=Branch1][C][C][C][N][Ring1][=Branch2][N][=C][C][=C][Branch1][#C][O][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][C][O][O][C][=N][C][Branch1][Ring1][O][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring2][Ring1][C][N][C][Ring2][Ring2][Ring1]
CC=CC=CC=C(CCCC1C=CC=CC=C1)NC=CC=C(NC)N1CCCCC(N)C1,[C][C][=C][C][=C][C][=C][Branch1][#C][C][C][C][C][C][=C][C][=C][Branch1][Ring2][C][=C][Ring1][#Branch1][N][C][=C][C][=C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][Branch2][=N][C]
CC1(C)C=CC2=CC1=CC=CC=CC(N=CC1(C=CN=CCC=CO)N3CCCCC1(F)C3)C2=CF,[O][C][=C][C][Branch2][Branch1][=Branch2][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][Ring1][#Branch1][F][C][=N][C][Branch2][Ring1][C][C][=C][C][=C][C][=C][C][=C][C][=C][C][Branch1][C][C][Ring1][=Branch1][=C][C][Ring1][#Branch1][=C][Ring2][Ring1][O][F]
OC[CH]NC=CCC=NC=CC(=CCC1=NC=CC2=CC=CC=C1O2)N1CC2CCC(C1)N2,[O][C][C@@H1][N][C][=C][C][Branch2][Branch2][Ring2][=Branch1][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][Branch2][Ring2][Ring2][C][=N][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][C][=N][C][Ring2][Ring1][=Branch1][C][Ring2][Ring2][Ring1][=C]
[CH]1CNCC2OCC3CCNC3CCONN3C4CCC3NC12C4,[C][N][C][C@H1][C][Branch1][#C][N][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][N][C][Ring1][Branch1][C][C][O][Ring1][N][Branch2][Ring2][Ring2][Ring2][Ring2][Ring2][Ring1][=N]
CC=CN[C]1CN2CCCCOC34CC5NC23N=C5NN14,[C][N][C][C][C][Ring1][Branch2][Branch1][#C][O][C][C][C][C][N][Ring1][N][C][C@@][NH1][C][=C][C][=N][Ring1][=Branch1][=N][C][Ring2][Ring1][C][=N][Ring2][Ring1][=C][Ring2][Ring1][F]
CC=CCNC=CC=CC(CCCC=CC=C(O)Cl)OC=CC(COC=NCN1CC2CCC(C1)N2)=NC(N=CN)OCC1C2CCN1CC=NC2,[C][C][=C][C][NH1][C][=C][C][=C][C][Branch1][#C][C][C][C][C][=C][C][=C][Branch1][C][O][Cl][=C][Ring1][#Branch1][O][C][=C][C][Branch1][S][C][O][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Branch1][C][C][=N][C][Ring1][Branch2][N][=C][Ring2][Ring2][Ring1][=N]
C1=NC(N2CC3CCC(C2)N3)=NCNCCCCCCC2C3=CC4=NC4OC[C@H]2C13,[C][O][C][C@H1][C][Branch2][Ring1][=Branch2][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][N][C][C][C][C][C][C][Branch2][Ring1][Branch1][C][Ring2][Ring1][#Branch1][C][Ring2][Ring1][#Branch1][=C][C][Ring2][Ring1][P][=N][Ring2][Ring1][=C]
O=CCCCC(O)(N=CCC=CCF)OCF,[F][=C][C][=C][Ring2][Ring1][=Branch2][C][=Ring1][S][=Branch1][C][=N][C][Branch1][C][O][=Branch1][N][C][C][C][C][O][Ring1][C][=N][C][Branch1][Ring1][O][=C][Ring2][Ring1][O][F][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=N][C][Ring1]
C=NCOC[C@H](O)CC=NC1=CC=NC=NC=CC(N)c2ccc3cc2C=CC3N=CC2C3CCC(CN12)N3,[C][N][Ring1][=Branch1][C][O][C][C@H1][Branch1][C][O][C][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][=N][C][=C][C][Branch1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Ring1][=Branch1][N][=C][Ring2][Ring1][O]
FC1=CN2CC(C=CC=CC1)C(F)C1(F)C=NC3CCN(C=NC(=N1)N1CN4CCC2(C1)N4)OC3,[O][C][C][C][C][N][Ring1][#C][C][=N][C][Branch1][#C][N][C][C][C][C][N][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch2][Ring1][O][C][Branch1][C][F][C][C][N][Ring1][=N][C][=C][Branch1][C][F][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][N][=C][C][Branch1][C][F][C][Ring1][C][=N][Ring2][Ring1][P][=N]
COC([NH])C=C1C=CC=NN1CC1C(CC=CCC=C2C=CC=C(F)C2)N1c1ccccc1OC=CCSCCNPC=CC1N2CCCCC12N,[=C][O][=C][Branch1][C][NH1][C][=C][C][=C][C][=N][N][Ring1][=Branch1][=C][C][Branch2][Ring1][C][#C][C][C][=C][C][C][=C][C][=C][C][=C][Branch1][C][F][C][Ring1][#Branch1][N][Ring1][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][S][C][C][Ring1][Branch2][N][P][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][Ring1][#Branch1][C][Ring1][=Branch1][N]
COC=NC(=CC=NCCc1cccc2cccc(Cl)c12)N1CC2CCC(C1)N2,[C][O][Branch2][Branch1][=Branch2][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring2][Ring1][C][C][=C][C][=C][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][O][Ring1][#Branch1][N][=C][Branch1][C][F][C][Ring2][Ring1][C][=N][C][Ring2][Ring1][=C]
CCC=CC1=CC(F)C=C2C=CC=CC=C2CNC=CC=C2C=CC=C(C=N)C(=C1)C=C2,[C][C][C][=C][C][=C][C][Branch2][Ring2][C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch1][C][N][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][Ring1][=Branch1][=N][C][=C][C][Ring1][=Branch1][=C][Ring2][Ring1][O][F][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring2][Ring1][C][=C][C][=N][C][=C][C][Branch1][C][O][=C][C][=C][C][Ring1][Branch2][N][=C][Ring2]
